"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"12",0,2,0,2,0,1,2,2,0,2,2,1,2,0,2,0,2,2,1,0,2,0,1,0,0,2,2,2,1,0,2,0,2,1,0,2,1,2,2,1,0,2,1,2,1,2,0,2,2,0
"13",1,2,0,0,0,0,2,2,2,2,2,1,0,2,0,0,2,0,0,2,2,1,2,1,2,2,0,0,1,2,2,0,0,2,0,2,1,2,0,2,0,2,2,0,2,0,0,2,2,0
"14",2,0,1,1,0,2,1,2,2,0,2,2,1,2,1,2,0,2,2,0,1,0,1,0,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,1,2,0,0,1,2,0,2,2
"15",2,2,2,2,2,0,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,0,2,0,2,2,1,1,2,0,1,1,1,1,1,1,0,1,1,0,1,2,2
"16",0,2,1,0,1,2,0,2,1,0,1,2,0,1,2,1,0,1,2,1,2,1,1,2,0,1,0,2,1,0,1,2,1,1,2,1,0,1,2,1,0,1,2,0,2,1,0,2,1,1
"17",2,0,2,0,0,2,2,0,2,0,2,0,2,2,0,0,2,0,2,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,2,2,0,2,0,0,2,0,0,2,2,0,0,0
"18",0,2,1,0,2,2,0,2,2,0,1,2,2,0,1,0,2,2,0,1,2,0,2,0,2,2,0,2,0,2,1,2,1,2,0,0,0,2,0,2,2,1,0,0,0,0,2,0,1,0
"19",1,1,1,0,0,2,2,2,2,2,1,0,2,2,2,0,2,2,0,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,0,2,2,2,2,2,2,1,2,2,2,1,2,0,2,0
"20",1,0,0,1,2,2,0,0,2,2,1,2,2,0,0,2,0,2,2,2,0,2,2,1,1,1,2,1,1,1,0,1,1,2,1,1,2,1,2,1,0,2,1,0,1,2,1,2,1,2
"21",0,1,0,2,0,0,2,2,2,2,1,0,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,1,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2
"22",0,0,1,0,2,0,0,0,2,2,0,2,0,2,0,1,2,2,0,0,2,2,2,2,0,2,2,0,2,0,0,0,2,2,2,0,0,0,0,2,2,0,2,2,1,0,2,0,2,0
"23",1,0,2,1,0,2,0,1,2,1,1,0,1,2,0,0,1,2,0,1,0,2,0,1,2,0,2,1,0,2,0,0,2,1,0,2,0,0,2,1,1,0,1,0,2,2,1,0,2,1
"24",1,0,2,0,1,0,2,2,0,2,1,0,2,2,1,2,0,2,2,0,2,0,2,2,1,2,0,0,2,1,0,2,2,0,1,0,2,2,2,0,2,2,0,2,1,0,2,1,2,1
"25",2,0,0,2,0,1,2,2,1,0,2,0,1,0,2,2,2,2,2,1,0,2,2,0,0,2,0,2,0,0,1,2,2,1,0,2,2,1,1,0,0,2,1,0,2,1,2,0,2,0
"26",0,2,2,0,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,0,0,2,0,2,2,0,2,2,2,0,0,2,2,0,2,2,2,0,2,0,2,2,2,0,0,2
"27",1,0,2,1,0,2,2,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0,2,0,0,1,0,0,0,1,0,1,0,0
"28",2,0,0,0,2,0,1,2,1,1,1,0,2,0,1,1,1,1,2,2,0,1,1,2,1,2,1,2,1,1,1,2,1,0,0,2,2,1,2,0,1,1,1,1,1,1,0,2,2,1
"29",0,2,1,0,2,1,0,2,1,0,2,1,0,2,0,2,0,2,1,0,1,2,1,0,1,2,1,0,1,2,0,1,1,2,1,0,0,2,1,0,2,0,2,1,0,0,2,1,2,0
"30",2,0,1,2,2,2,1,2,0,1,0,2,0,2,1,2,1,2,2,0,1,2,2,1,1,1,2,2,1,2,0,2,0,1,0,0,1,2,1,2,0,2,1,1,2,2,1,2,2,0
"31",0,0,0,0,0,0,2,0,2,2,0,0,0,2,2,0,0,2,0,0,0,0,2,2,2,2,0,0,0,0,0,1,2,0,2,0,0,0,2,2,2,0,0,2,2,2,0,0,0,0
"32",0,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,1,0,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,0,1,1,1,1,1,1,2,2
"33",0,2,1,0,2,0,0,2,1,2,1,1,0,2,2,0,1,2,1,1,0,1,2,0,1,2,0,1,2,0,2,0,2,1,0,2,0,2,1,2,1,2,1,0,2,0,2,1,0,2
"34",0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,0,2,2,0,1,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,0
"35",0,2,2,2,2,2,2,2,2,2,2,0,0,2,2,1,0,2,2,1,0,0,0,0,0,2,1,0,2,1,0,0,0,2,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,2
"36",1,2,0,2,0,1,2,2,0,1,1,1,2,0,2,1,1,2,0,1,0,1,2,2,0,2,2,0,2,2,2,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,1,0,0,2
"37",0,2,0,0,2,0,0,1,0,2,0,0,0,0,1,2,2,0,2,2,2,0,2,0,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,0,2
"38",2,0,2,1,2,0,2,0,2,1,2,2,2,1,1,2,0,2,2,0,1,1,2,2,2,1,1,2,2,0,2,2,2,2,1,2,1,2,2,1,2,2,2,0,2,1,1,1,2,2
"39",1,2,0,2,2,2,2,1,0,2,0,0,2,2,2,2,2,1,2,2,2,0,1,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,1,0,2,1,0,2,1,1,2,2,2
"40",0,1,0,0,0,1,2,2,0,0,0,2,2,2,0,2,2,2,2,2,2,1,0,0,2,2,2,0,2,2,2,2,2,2,1,2,2,0,2,2,2,0,2,2,2,2,2,0,0,2
"41",1,0,1,0,0,1,2,1,1,2,2,0,2,2,0,2,2,2,0,2,2,0,2,2,0,1,2,2,2,0,2,2,2,2,0,0,2,2,2,2,1,2,2,1,1,0,0,0,0,1
"42",1,1,1,0,1,0,1,0,2,1,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,0,2,2,2,2,2,0,2,2,1,2,1,1,2,1,0,2,2,1
"43",2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,2,2,0,2,2,0,0,2,2,0,2,2,2,2,2
"44",1,0,0,0,2,0,0,2,1,1,0,2,1,0,2,0,2,0,2,0,2,0,2,0,1,2,2,2,2,0,1,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2
"45",1,2,2,2,1,0,2,2,1,1,1,2,2,1,0,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,0,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2
"46",0,0,2,2,1,0,0,2,1,2,1,0,2,1,0,1,1,2,0,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,0,1,2,2,1,0,2,2,2,2
"47",1,1,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,1,2,0,2,2,2,2,2,0,0,2,2,2,0,0,0,0,0,0
"48",2,0,2,1,2,2,2,2,1,2,0,0,2,0,2,1,2,1,1,2,2,2,2,0,0,1,2,2,1,1,2,0,2,0,0,2,1,1,1,2,2,2,0,1,2,2,1,1,1,2
"49",1,0,2,0,1,2,1,2,0,2,2,2,1,2,1,2,2,1,0,2,2,0,2,2,0,2,0,2,0,2,2,2,2,0,2,2,2,2,0,1,2,2,2,1,2,1,2,1,2,2
"50",0,0,0,1,2,2,0,2,2,2,0,2,2,0,1,2,0,0,2,0,0,1,2,0,2,2,0,1,2,2,2,0,0,2,2,0,1,0,1,2,2,2,2,2,2,2,2,2,2,0
"51",0,0,2,2,2,0,0,0,0,1,2,1,2,2,1,0,2,1,0,2,0,2,1,2,1,0,2,0,2,0,2,2,0,2,2,1,2,1,2,0,0,2,2,0,2,0,2,0,2,0
"52",0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,2,1,0,2,2,0,1,2,1,0,0,1,0,1,0,1,0,1,1,0,0,0
"53",0,2,2,2,2,2,2,0,2,2,1,2,0,0,0,1,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,2,2,0,0,2,0
"54",0,0,0,2,0,2,0,1,2,0,2,1,2,0,0,2,2,0,2,0,2,2,0,1,2,2,0,2,2,2,0,2,1,2,2,2,1,0,1,2,1,2,2,1,1,1,1,2,1,2
"55",0,0,2,1,1,2,0,0,2,2,0,0,2,2,1,2,0,0,0,1,0,2,2,1,0,2,2,2,2,0,0,0,0,0,2,0,2,2,0,0,0,0,2,2,2,1,0,0,2,2
"56",0,0,2,2,1,2,0,1,1,2,1,1,2,1,0,2,0,0,2,1,1,2,0,0,2,0,1,0,2,0,2,1,1,2,1,0,2,2,2,2,2,0,2,0,1,2,0,2,0,0
"57",0,2,0,2,1,1,0,2,1,2,1,2,1,1,2,0,0,2,2,1,2,0,0,0,2,1,2,2,1,0,1,2,2,1,2,2,2,2,2,0,2,2,0,2,0,2,0,2,0,2
"58",1,1,2,1,1,2,0,0,1,2,0,1,2,0,2,2,2,2,1,0,2,2,2,1,2,1,2,0,0,2,2,2,2,1,2,2,0,0,1,1,1,1,2,2,2,2,1,1,2,2
"59",1,0,2,0,1,2,0,0,2,0,1,0,1,0,1,1,2,1,0,2,1,0,2,0,1,1,2,2,1,0,1,1,0,1,0,0,0,0,1,1,2,1,2,0,1,0,2,0,2,0
"60",0,1,0,2,0,2,0,1,2,0,2,2,1,0,2,1,2,1,2,0,0,1,0,2,0,0,0,0,2,0,2,2,0,2,2,0,2,2,2,0,2,0,2,1,2,0,2,2,0,2
"61",0,1,1,0,2,0,1,2,1,2,1,0,2,1,0,1,2,2,0,2,0,1,0,0,2,0,1,1,2,0,1,0,2,1,2,1,1,0,1,2,0,1,2,1,2,0,1,2,1,2
"62",0,2,0,1,0,2,0,2,2,0,2,0,2,2,2,0,2,1,2,2,0,2,0,2,1,2,2,1,2,2,1,2,1,2,2,1,2,0,2,2,2,1,2,2,1,2,2,1,0,2
"63",1,1,2,0,2,2,2,2,2,1,2,2,2,0,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,0,2,2,2,2,1,2,2
"64",2,0,2,0,2,2,0,2,1,1,2,2,2,2,2,2,2,1,2,2,0,2,2,0,2,0,1,2,2,0,1,2,2,0,2,1,2,0,1,2,2,2,2,0,2,2,1,2,2,1
"65",1,2,1,2,0,1,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1,2,2,1,2,2,2,0,2,0,2,2,2,0,1,2,2,0,1,2,2,1,2,0,2,2,2,2,2,2
"66",0,2,1,0,2,2,0,2,2,1,0,0,2,2,0,0,2,0,0,1,0,2,0,2,2,0,0,0,2,0,2,1,1,1,0,0,2,2,0,2,2,0,0,0,0,2,0,0,0,2
"67",0,1,2,0,1,2,0,1,2,1,2,0,2,2,2,1,2,2,0,2,1,0,1,2,0,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,0,1,0,0,2,1,2,0,2,1
"68",0,1,0,0,1,2,2,0,2,0,2,1,2,0,0,0,2,0,2,0,1,2,2,1,2,2,2,0,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,0,2,1,0,2
"69",0,0,0,0,1,2,0,2,2,2,1,0,2,0,2,2,2,0,2,2,2,2,0,2,2,2,0,0,2,0,2,2,2,2,2,2,2,0,0,2,2,1,1,2,0,0,1,2,1,2
"70",1,0,0,2,2,0,0,1,2,1,2,2,2,2,2,0,2,1,2,2,2,1,1,2,2,1,2,2,2,0,2,2,2,1,1,2,1,2,0,2,1,1,1,2,2,1,0,0,2,0
"71",2,2,2,2,1,1,2,0,2,0,2,0,0,0,2,0,2,2,2,0,2,2,0,2,1,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,2,0,1,2,2,0
"72",1,0,0,2,0,2,0,0,2,1,0,2,0,2,1,2,0,2,2,0,2,2,0,0,2,0,2,2,0,2,0,2,2,2,0,2,1,2,0,2,1,2,0,2,2,0,2,0,2,1
